Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
tr|Q7ZYX4|Q7ZYX4_DANRE	Q7ZYX4	Q7ZYX4_DANRE	fa95c01	531	false	false	Danio rerio	Chaperonin-containing TCP1, subunit 6A (zeta 1)	1:Experimental evidence at protein level	4.71	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	0	0	0			
tr|Q7ZYX7|Q7ZYX7_DANRE	Q7ZYX7	Q7ZYX7_DANRE	wu:fi03c01	327	false	false	Danio rerio	26S proteasome non-ATPase regulatory subunit 7	1:Experimental evidence at protein level	7.34	1.0000	0.9989	0.00000000000000	1	1	1	1	1	1	1166470.5	1166470.5	1166470.5			
tr|Q803B0|Q803B0_DANRE	Q803B0	Q803B0_DANRE	cb863	575	false	false	Danio rerio	60 kDa heat shock protein, mitochondrial	1:Experimental evidence at protein level	4.35	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	2338196.8	2338196.8	2338196.8			
tr|Q8AWD0|Q8AWD0_DANRE	Q8AWD0	Q8AWD0_DANRE	wu:fa01a08	283	false	false	Danio rerio	Vdac2 protein	1:Experimental evidence at protein level	7.42	1.0000	0.9990	0.00000000000000	1	1	1	1	1	1	263213.88	263213.88	263213.88			
tr|Q8AY63|Q8AY63_DANRE	Q8AY63	Q8AY63_DANRE	ckb	381	false	false	Danio rerio	creatine kinase	1:Experimental evidence at protein level	3.41	1.0000	0.9990	0.00000000000000	1	0	1	1	0	1	5322220.0	0	5322220.0			
tr|Q08C80|Q08C80_DANRE	Q08C80	Q08C80_DANRE	fj41e11	444	false	false	Danio rerio	Tubulin beta chain	1:Experimental evidence at protein level	8.33	0.9999	0.9989	0.00000000000000	2	0	0	2	0	0	6158881.0	0	0			
tr|Q4KMK1|Q4KMK1_DANRE	Q4KMK1	Q4KMK1_DANRE	zgc:109885	462	false	false	Danio rerio	Elongation factor 1-alpha	1:Experimental evidence at protein level	8.87	0.9998	0.9990	0.00000000000000	2	0	2	2	0	2	1790580.0	0	1790580.0	11C(57.0215)		
sp|Q90474|H90A1_DANRE	Q90474	H90A1_DANRE	hsp90a.1	725	false	false	Danio rerio	Heat shock protein HSP 90-alpha 1	1:Experimental evidence at protein level	3.45	0.9987	0.9910	0.00063775510204	2	0	0	2	0	0	4517387.5	0	0			
tr|Q7SXA3|Q7SXA3_DANRE	Q7SXA3	Q7SXA3_DANRE	zgc:66168	156	false	false	Danio rerio	Ubiquitin-40S ribosomal protein S27a	1:Experimental evidence at protein level	10.26	0.9973	0.9743	0.00282805429864	1	0	0	1	0	0	4717449.5	0	0			
sp|P62979|RS27A_HUMAN	P62979	RS27A_HUMAN	RPS27A	156	false	false	Homo sapiens	Ubiquitin-40S ribosomal protein S27a	1:Experimental evidence at protein level	10.26	0.9955	0.9990	0.00000000000000	1	0	1	1	0	1	4717449.5	0	4717449.5			
tr|Q6GQM9|Q6GQM9_DANRE	Q6GQM9	Q6GQM9_DANRE	eno3	434	false	false	Danio rerio	phosphopyruvate hydratase	1:Experimental evidence at protein level	4.15	0.8424	0.9619	0.00333518621456	1	0	0	2	0	0	7006163.5	0	0			
tr|Q7ZW92|Q7ZW92_DANRE	Q7ZW92	Q7ZW92_DANRE	zgc:56677	329	false	false	Danio rerio	Serine/threonine kinase receptor-associated protein	1:Experimental evidence at protein level	5.47	0.7598	0.9807	0.00178997613365	1	1	1	1	1	1	749461.06	749461.06	749461.06			
tr|A0A8M1NER1|A0A8M1NER1_DANRE	A0A8M1NER1	A0A8M1NER1_DANRE	tuba1c	451	false	false	Danio rerio	Tubulin alpha chain	3:Protein inferred from homology	29.71	0.0000	0.9990	0.00000000000000	6	0	1	10	0	2	2.4487912E7	0	1.2102962E7	15C(57.0215),15C(57.0215),22M(15.9949)		
